movie_id,tomatometer,audience_score
7157,46%,64%
7158,74%,83%
7159,59%,71%
7161,24%,56%
7167,68%,69%
7163,27%,45%
7166,45%,68%
7160,81%,81%
7171,86%,74%
7170,4%,50%
7169,18%,60%
7173,27%,47%
7180,88%,84%
7177,96%,87%
7182,78%,73%
7181,72%,78%
7162,71%,77%
7183,,37%
7186,0%,42%
7188,,
7184,64%,77%
7185,,60%
7187,20%,32%
7191,19%,40%
7189,0%,12%
7193,28%,68%
7194,86%,68%
7203,37%,45%
7199,100%,80%
7192,8%,77%
7205,63%,70%
7202,50%,39%
7201,33%,56%
7207,88%,70%
7208,,26%
7211,100%,79%
7212,76%,72%
7213,100%,56%
7210,100%,85%
7215,97%,90%
7214,,37%
7218,91%,91%
7217,93%,82%
7216,90%,77%
7227,75%,86%
7224,78%,56%
7225,91%,84%
7231,,59%
7229,,31%
7239,86%,45%
7241,100%,93%
7232,85%,56%
7242,40%,15%
7237,43%,40%
7240,8%,42%
7243,97%,77%
7246,,25%
7244,,7%
7247,67%,71%
7245,,19%
7251,80%,74%
7255,54%,47%
7256,94%,92%
7257,16%,24%
7249,63%,56%
7258,16%,44%
7259,14%,70%
7262,13%,47%
7261,68%,48%
7260,46%,79%
7264,62%,63%
7266,53%,85%
7263,81%,90%
7265,60%,78%
7268,75%,46%
7269,83%,68%
7267,50%,54%
7270,15%,50%
7271,33%,52%
7274,63%,87%
7276,40%,36%
7278,86%,54%
7275,67%,81%
7280,50%,43%
7279,60%,44%
7285,81%,77%
7284,69%,47%
7281,29%,37%
7283,87%,41%
7286,91%,89%
7288,92%,72%
7289,,29%
7291,,43%
7293,45%,65%
7290,89%,56%
7287,75%,50%
7294,13%,19%
7296,33%,
7295,91%,77%
7300,79%,81%
7305,,
7317,47%,75%
7313,10%,35%
7311,,75%
7314,74%,54%
7315,12%,29%
7316,14%,35%
7312,,77%
7319,29%,44%
7318,49%,80%
7320,23%,73%
7323,90%,93%
7324,46%,64%
7326,100%,
7322,41%,44%
7327,90%,94%
7329,60%,58%
7330,,38%
7335,92%,89%
7334,71%,74%
7337,39%,43%
7340,45%,65%
7339,,
7341,,42%
7344,,59%
7343,75%,64%
7348,65%,62%
7345,14%,31%
7346,,71%
7347,46%,65%
7350,,
7351,81%,82%
7352,84%,72%
7354,77%,45%
7353,13%,67%
7358,80%,57%
7359,,51%
7357,65%,72%
7361,93%,94%
7360,75%,77%
7356,80%,65%
7362,22%,55%
7364,73%,75%
7370,,
7366,42%,48%
7368,26%,61%
7376,26%,60%
7377,34%,81%
7371,70%,89%
7378,6%,44%
7374,53%,29%
7373,81%,66%
7381,4%,40%
7383,67%,58%
7385,40%,40%
7392,14%,52%
7393,0%,20%
7394,78%,75%
7397,60%,41%
7389,64%,36%
7380,50%,57%
7398,,76%
7400,,31%
7402,24%,26%
7407,60%,38%
7403,,31%
7405,71%,63%
7401,64%,64%
7406,83%,65%
7408,,65%
7411,,25%
7413,0%,75%
7412,,70%
7414,82%,73%
7416,71%,73%
7415,95%,79%
7437,44%,70%
7423,,89%
7420,86%,67%
7440,72%,74%
7445,38%,89%
7410,39%,38%
7438,84%,89%
7443,90%,62%
7442,62%,49%
7444,65%,70%
7448,,12%
7446,53%,35%
7447,88%,96%
7450,18%,47%
7449,4%,20%
7452,,20%
7453,11%,47%
7451,84%,66%
7455,77%,73%
7457,31%,57%
7454,24%,57%
7458,54%,73%
7459,67%,85%
7460,64%,75%
7474,89%,88%
7478,100%,91%
7481,63%,68%
7482,94%,92%
7479,80%,63%
7484,93%,91%
7475,,
7491,86%,79%
7492,90%,76%
7480,90%,69%
7493,93%,77%
7521,,17%
7528,83%,58%
7560,93%,91%
7561,100%,71%
7541,60%,50%
7563,,68%
7567,,
7566,100%,92%
7568,,25%
7562,,80%
7569,73%,68%
7571,81%,61%
7570,43%,47%
7572,83%,91%
7573,67%,37%
7578,,
7584,89%,80%
7580,75%,73%
7581,83%,74%
7582,,76%
7583,,76%
7585,88%,80%
7613,52%,62%
7614,88%,76%
7616,76%,65%
7615,95%,76%
7618,59%,81%
7617,44%,70%
7621,62%,89%
7620,93%,87%
7623,,39%
7636,58%,41%
7624,60%,68%
7626,,
7637,93%,71%
7644,,100%
7627,57%,55%
7638,,77%
7639,,32%
7647,61%,84%
7657,71%,77%
7675,,
7698,85%,81%
7697,63%,56%
7702,85%,77%
7701,13%,32%
7703,20%,12%
7704,18%,49%
7706,96%,89%
7705,84%,69%
7707,33%,34%
7716,48%,47%
7714,,
7723,,37%
7724,,34%
7725,10%,34%
7719,89%,70%
7727,33%,38%
7739,,46%
7730,92%,62%
7743,77%,67%
7748,86%,87%
7720,76%,75%
7752,50%,51%
7742,83%,84%
7753,71%,84%
7751,75%,59%
7759,87%,90%
7765,,83%
7768,63%,40%
7764,64%,32%
7774,83%,56%
7773,,90%
7775,,
7786,75%,91%
7784,11%,23%
7787,100%,82%
7808,,
7791,88%,59%
7802,,
7813,20%,62%
7792,90%,78%
7818,26%,52%
7816,,
7814,27%,82%
7817,47%,54%
7815,78%,83%
7826,71%,81%
7833,83%,79%
7832,60%,78%
7822,83%,55%
7827,58%,65%
7831,82%,85%
7834,100%,90%
7835,80%,70%
7837,86%,58%
7839,100%,82%
7838,,44%
7840,92%,74%
7836,100%,92%
7846,67%,34%
7847,,57%
7878,33%,58%
7850,88%,65%
7879,,
7872,67%,71%
7881,86%,58%
7884,100%,85%
7883,93%,73%
7888,92%,82%
7885,69%,60%
7886,,44%
7887,,54%
7895,79%,85%
7889,86%,83%
7894,92%,83%
7890,90%,54%
7896,93%,84%
7897,93%,82%
7898,92%,63%
7912,60%,59%
7900,70%,68%
7901,75%,66%
7916,50%,86%
7920,70%,80%
7918,74%,81%
7917,,71%
7921,18%,35%
7923,,
7931,50%,39%
7930,67%,58%
7934,100%,88%
7943,,
7932,94%,89%
7944,73%,85%
7947,71%,71%
7945,67%,71%
7948,87%,75%
7946,55%,59%
7951,39%,60%
7949,59%,72%
7979,96%,90%
7958,14%,41%
7983,100%,84%
7987,,
7986,,41%
7988,15%,29%
7991,83%,64%
7989,,
7992,100%,82%
7984,78%,70%
7995,63%,45%
7990,81%,75%
8003,89%,52%
8007,41%,90%
7994,56%,44%
8009,,55%
8008,85%,72%
8010,39%,87%
8011,91%,87%
8015,100%,76%
8013,,44%
8033,100%,88%
8037,63%,75%
8024,57%,70%
8017,58%,85%
8039,75%,82%
8038,,62%
8040,45%,85%
8041,10%,44%
8043,29%,59%
8044,96%,91%
8055,44%,39%
8042,95%,84%
8045,100%,72%
8062,69%,40%
8056,100%,74%
8092,44%,33%
8057,72%,72%
8069,70%,54%
8120,82%,87%
8094,97%,88%
8122,,
8123,80%,82%
8124,40%,68%
8126,95%,82%
8127,11%,49%
8128,97%,93%
8129,47%,55%
8131,,33%
8138,70%,18%
8137,,14%
8141,,
8136,,9%
8148,,91%
8169,63%,64%
8167,,
8183,80%,81%
8158,,
8187,100%,81%
8194,94%,82%
8191,38%,83%
8190,93%,82%
8197,97%,89%
8201,57%,74%
8207,89%,88%
8221,,92%
8196,75%,72%
8206,92%,64%
8227,82%,60%
8235,97%,93%
8239,96%,90%
8232,100%,82%
8236,89%,67%
8241,19%,49%
8252,82%,51%
8254,87%,86%
8256,86%,84%
8240,100%,60%
8259,69%,60%
8262,76%,85%
8264,94%,85%
8265,29%,24%
8268,,
8266,70%,78%
8269,20%,53%
8272,43%,69%
8290,,29%
8292,70%,74%
8294,,
8295,100%,73%
8293,44%,37%
8330,94%,77%
8329,100%,72%
8332,86%,71%
8335,100%,93%
8334,79%,88%
8336,100%,83%
8337,92%,87%
8340,96%,85%
8338,100%,88%
8361,44%,50%
8363,18%,51%
8360,89%,69%
8366,61%,78%
8368,90%,86%
8362,25%,61%
8369,24%,57%
8378,,
8371,29%,65%
8375,74%,53%
8379,100%,87%
8372,14%,37%
8380,10%,34%
8376,72%,74%
8382,11%,50%
8381,100%,83%
8384,,73%
8385,91%,77%
8383,23%,27%
8388,83%,86%
8377,53%,75%
8391,67%,87%
8392,75%,46%
8395,86%,85%
8393,21%,26%
8398,,
8394,67%,27%
8397,92%,54%
8399,,49%
8400,84%,77%
8402,,39%
8401,100%,78%
8403,,59%
8410,,
8411,,43%
8407,90%,63%
8423,,92%
8422,100%,77%
8424,75%,63%
8446,100%,80%
8447,73%,44%
8450,20%,51%
8452,,24%
8444,75%,87%
8451,76%,77%
8455,,
8453,,44%
8459,100%,93%
8461,,38%
8464,92%,72%
8462,100%,72%
8458,81%,84%
8465,,78%
8469,,53%
8481,100%,69%
8483,60%,63%
8478,80%,82%
8487,57%,60%
8486,100%,88%
8488,60%,59%
8491,97%,93%
8494,82%,78%
8495,83%,58%
8493,,81%
8499,71%,59%
8501,19%,52%
8502,89%,71%
8507,95%,88%
8511,,89%
8503,,
8506,58%,38%
8518,,
8512,80%,72%
8519,,7%
8525,,74%
8527,44%,35%
8524,33%,59%
8530,81%,90%
8531,15%,55%
8522,91%,63%
8529,,
8528,71%,76%
8533,53%,85%
8536,33%,36%
8541,,
8540,,63%
8543,75%,64%
8535,48%,66%
8532,67%,64%
8572,89%,71%
8544,80%,57%
8573,,
8578,,
8577,62%,72%
8581,90%,88%
8583,100%,82%
8584,92%,86%
8582,75%,94%
8576,,80%
8593,79%,90%
8585,,
8586,82%,56%
8591,50%,40%
8594,,31%
8595,75%,65%
8597,,
8592,,50%
8596,78%,70%
8600,100%,92%
8602,,
8603,,59%
8605,,51%
8606,,67%
8604,9%,43%
8610,,
8607,90%,91%
8609,96%,89%
8611,100%,77%
8612,94%,76%
8613,,
8618,93%,85%
8616,,81%
8617,47%,57%
8619,63%,64%
8615,88%,53%
8621,77%,75%
8614,44%,74%
8622,82%,70%
8623,88%,63%
8627,30%,60%
8629,89%,71%
8626,100%,63%
8628,,
8633,76%,69%
8624,,78%
8632,33%,57%
8636,93%,82%
8637,50%,57%
8638,95%,91%
8639,43%,32%
8631,,
8634,,47%
8641,67%,86%
8644,56%,70%
8649,63%,35%
8650,93%,66%
8646,,43%
8652,83%,47%
8651,50%,72%
8647,,64%
8657,83%,72%
8655,17%,85%
8661,86%,74%
8658,33%,29%
8663,80%,83%
8665,82%,90%
8662,55%,
8666,9%,18%
8667,50%,67%
8668,,55%
8672,,19%
8675,86%,87%
8674,20%,75%
8669,67%,40%
8678,,40%
8679,,44%
8677,88%,57%
8683,,22%
8682,,78%
8686,75%,71%
8687,0%,22%
8688,40%,29%
8692,88%,50%
8694,100%,74%
8698,47%,61%
8695,78%,78%
8693,63%,38%
8696,67%,66%
8702,,
8703,,
8701,14%,21%
8699,,73%
8700,80%,65%
8705,0%,13%
8704,31%,27%
8707,,36%
8710,77%,80%
8708,,76%
8709,38%,42%
8713,17%,67%
8712,85%,82%
8711,82%,76%
8715,,74%
8714,93%,68%
8719,,
8716,100%,53%
8718,100%,83%
8721,14%,37%
8720,0%,43%
8725,91%,49%
8726,81%,78%
8728,83%,54%
8730,62%,85%
8736,,40%
8732,85%,80%
8734,,33%
8727,60%,76%
8735,70%,48%
8737,,31%
8742,,
8741,,25%
8739,94%,90%
8744,80%,72%
8747,56%,25%
8743,,46%
8753,100%,82%
8754,84%,85%
8756,78%,79%
8757,100%,73%
8752,78%,89%
8745,38%,67%
8758,75%,68%
8760,,59%
8761,,73%
8765,93%,82%
8762,,68%
8763,,62%
8764,,80%
8770,43%,37%
8767,100%,82%
8768,92%,80%
8773,,53%
8772,87%,82%
8775,,84%
8780,75%,73%
8778,80%,66%
8782,19%,36%
8783,43%,57%
8784,86%,88%
8787,57%,57%
8792,,8%
8790,60%,76%
8789,38%,50%
8793,57%,79%
8797,100%,89%
8798,86%,84%
8800,51%,58%
8801,,
8802,80%,49%
8799,22%,37%
8807,74%,80%
8808,26%,59%
8809,55%,77%
8811,5%,49%
8812,50%,49%
8816,,
8815,10%,27%
8817,,54%
8813,65%,54%
8818,17%,59%
8814,14%,68%
8821,,29%
8820,,48%
8823,,40%
8824,,87%
8827,83%,93%
8825,,22%
8831,18%,38%
8828,100%,80%
8829,33%,52%
8830,26%,27%
8834,5%,37%
8836,27%,79%
8839,27%,18%
8837,,39%
8833,49%,50%
8838,88%,82%
8841,39%,34%
8835,18%,38%
8840,70%,61%
8842,,35%
8847,19%,40%
8851,,
8849,36%,67%
8846,13%,37%
8852,57%,57%
8855,50%,41%
8858,81%,84%
8857,86%,66%
8856,0%,54%
8862,,
8860,55%,59%
8866,61%,57%
8854,36%,55%
8863,44%,30%
8861,20%,60%
8868,16%,61%
8869,8%,43%
8871,62%,32%
8870,32%,36%
8864,55%,30%
8875,75%,81%
8877,,31%
8874,92%,93%
8876,20%,59%
8881,80%,47%
8879,90%,79%
8882,,12%
8885,35%,40%
8883,40%,41%
8886,30%,25%
8884,47%,40%
8887,33%,34%
8890,,21%
8891,11%,35%
8893,67%,39%
8894,9%,33%
8892,,30%
8896,86%,57%
8897,,52%
8899,,
8901,,43%
8902,62%,34%
8903,,21%
8900,,71%
8905,32%,50%
8906,65%,62%
8908,41%,81%
8904,,13%
8909,29%,80%
8907,36%,46%
8910,63%,75%
8911,15%,71%
8914,72%,79%
8920,,
8917,77%,80%
8913,29%,61%
8919,54%,39%
8915,64%,78%
8918,34%,71%
8922,33%,55%
8924,89%,75%
8921,67%,74%
8923,81%,78%
8926,38%,59%
8927,,34%
8925,,53%
8928,69%,76%
8932,,11%
8934,30%,74%
8935,,
8937,82%,85%
8938,92%,82%
8941,26%,34%
8940,17%,69%
8947,40%,46%
8943,76%,74%
8946,7%,29%
8950,77%,83%
8944,9%,57%
8949,97%,79%
8951,92%,84%
8952,63%,66%
8953,12%,49%
8957,50%,84%
8955,55%,62%
8961,97%,75%
8956,59%,60%
8958,80%,87%
8959,38%,43%
8963,19%,27%
8964,41%,54%
8962,,
8966,90%,75%
8968,18%,52%
8969,27%,60%
8965,56%,63%
8971,92%,88%
8972,46%,76%
8974,68%,78%
8978,5%,38%
8975,40%,22%
8979,89%,83%
8976,,62%
8977,16%,35%
8981,68%,81%
8970,83%,87%
8982,39%,84%
8985,26%,59%
8984,55%,60%
8988,,65%
8986,70%,68%
8991,60%,68%
8990,,54%
8992,50%,72%
8993,80%,72%
8995,82%,63%
8997,,77%
9000,100%,82%
9002,,
9001,,45%
8996,24%,60%
9003,,
8998,100%,85%
9004,53%,54%
9005,42%,57%
9007,,75%
9008,87%,58%
9006,36%,39%
9013,77%,79%
9011,83%,85%
9009,,67%
9012,63%,50%
9014,83%,80%
9016,,18%
9018,95%,87%
25735,89%,47%
25745,,33%
25743,89%,56%
25747,,57%
25749,100%,88%
25748,,89%
25753,,
25751,100%,91%
25750,96%,95%
25760,,14%
25764,,
25767,100%,88%
25768,83%,72%
25769,100%,91%
25770,80%,75%
25773,92%,75%
25783,75%,48%
25778,,
25793,,
25787,60%,48%
25766,96%,90%
25794,,64%
25795,90%,75%
25798,,
25797,100%,86%
25801,91%,53%
25800,100%,79%
25802,36%,28%
25804,88%,73%
25803,60%,27%
25814,100%,92%
25818,,
25809,,17%
25817,,25%
25819,80%,45%
25822,77%,46%
25826,86%,88%
25829,0%,5%
25828,100%,80%
25832,,70%
25831,100%,77%
25835,,
25837,,65%
25827,90%,86%
25839,100%,70%
25840,,
25841,96%,87%
25842,89%,81%
25843,,
25846,,84%
25850,100%,89%
25851,,79%
25859,83%,71%
25854,,
25864,80%,63%
25861,,66%
25855,100%,89%
25860,,66%
25865,,
25871,,59%
25870,100%,83%
25872,,86%
25868,100%,90%
25879,100%,70%
25874,100%,81%
25878,,59%
25875,67%,55%
25884,100%,74%
25881,100%,86%
25888,,71%
25887,,75%
25886,90%,88%
25897,,56%
25900,87%,66%
25903,83%,78%
25904,88%,75%
25905,89%,83%
25894,100%,69%
25908,,57%
25907,,76%
25910,80%,57%
25906,57%,80%
25911,88%,84%
25913,88%,51%
25912,86%,82%
25916,91%,73%
25915,92%,79%
25919,89%,60%
25922,,
25921,,21%
25920,100%,71%
25924,67%,71%
25931,100%,76%
25932,40%,67%
25934,83%,78%
25937,91%,86%
25941,100%,86%
25938,100%,83%
25940,82%,85%
25943,,
25942,80%,55%
25948,,80%
25944,75%,75%
25945,95%,81%
25947,93%,87%
25951,64%,80%
25950,55%,71%
25959,100%,67%
25957,,50%
25961,,
25972,73%,70%
25970,,54%
25977,63%,63%
25965,100%,83%
25981,,79%
25979,,28%
25989,100%,85%
25991,38%,77%
25993,87%,71%
25990,100%,76%
26000,71%,56%
25976,90%,83%
25994,100%,83%
25998,60%,43%
26001,88%,75%
26006,,60%
26008,,44%
26010,83%,61%
26019,67%,45%
26021,80%,72%
26027,,42%
26028,,79%
26022,88%,80%
26025,85%,75%
26030,,49%
26042,,48%
26034,86%,82%
26035,,43%
26043,76%,73%
26044,,60%
26050,,71%
26047,,15%
26052,100%,88%
26051,94%,82%
26018,,55%
26062,73%,
26058,,11%
26056,71%,80%
26063,88%,61%
26067,83%,32%
26066,,40%
26070,,
26074,67%,67%
26080,0%,22%
26083,70%,87%
26079,83%,79%
26078,75%,89%
26072,83%,78%
26093,,60%
26098,17%,14%
26096,50%,67%
26100,80%,87%
26104,100%,73%
26107,,
26101,67%,85%
26099,,8%
26110,,
26111,76%,87%
26122,83%,90%
26112,90%,72%
26119,93%,81%
26124,94%,62%
26128,22%,66%
26136,40%,65%
26138,,
26134,80%,65%
26142,97%,67%
26139,38%,81%
26146,92%,62%
26141,47%,77%
26144,71%,56%
26153,100%,88%
26151,100%,86%
26157,0%,20%
26155,100%,65%
26172,91%,76%
26176,100%,89%
26174,,
26178,81%,84%
26180,80%,67%
26177,63%,59%
26181,90%,77%
26185,80%,61%
26189,14%,56%
26163,,18%
26188,100%,85%
26195,50%,57%
26194,100%,72%
26191,86%,81%
26202,14%,65%
26198,6%,51%
26199,63%,60%
26203,88%,75%
26213,80%,49%
26207,78%,76%
26214,67%,55%
26209,59%,68%
26210,71%,50%
26219,86%,82%
26221,,58%
26227,43%,70%
26230,100%,74%
26229,92%,78%
26226,73%,57%
26232,,87%
26231,85%,79%
26237,64%,75%
26241,67%,89%
26242,,
26243,,75%
26245,100%,78%
26240,89%,71%
26246,67%,87%
26248,30%,50%
26249,,83%
26247,63%,61%
26251,100%,77%
26254,50%,35%
26257,75%,48%
26256,62%,61%
26264,,53%
26267,,44%
26265,59%,57%
26271,69%,87%
26274,50%,76%
26266,22%,40%
26285,77%,65%
26277,86%,63%
26290,67%,61%
26297,86%,58%
26283,83%,82%
26295,50%,33%
26299,,10%
26301,85%,74%
26304,67%,83%
26306,93%,81%
26312,,65%
26317,40%,39%
26314,60%,33%
26315,67%,79%
26324,83%,81%
26327,,
26323,13%,60%
26313,88%,83%
26334,82%,72%
26333,53%,44%
26338,100%,66%
26339,57%,67%
26344,76%,62%
26343,17%,36%
26345,67%,57%
26349,83%,71%
26336,71%,57%
26364,40%,61%
26366,100%,92%
26361,,
26365,33%,30%
26375,,
26377,98%,90%
26383,55%,46%
26380,,68%
26386,72%,67%
26394,,34%
26397,,37%
26392,80%,88%
26391,63%,58%
26402,,50%
26399,,84%
26398,62%,57%
26409,,22%
26404,,22%
26418,,89%
26429,68%,55%
26433,86%,95%
26431,96%,91%
26432,20%,37%
26422,88%,87%
26435,100%,58%
26464,77%,52%
26467,86%,69%
26465,14%,53%
26450,,21%
26468,11%,17%
26471,83%,100%
26470,33%,40%
26476,82%,79%
26485,73%,80%
26487,86%,71%
26492,58%,55%
26488,71%,41%
26490,20%,51%
26495,22%,64%
26497,80%,74%
26501,94%,72%
26512,,40%
26505,,45%
26513,9%,49%
26514,57%,46%
26521,60%,62%
26524,96%,94%
26523,43%,39%
26539,,78%
26530,,16%
26544,33%,74%
26532,,42%
26550,89%,91%
26538,38%,75%
26554,71%,69%
26562,46%,74%
26558,69%,45%
26564,100%,89%
26555,32%,56%
26571,,
26566,,
26569,,42%
26567,11%,35%
26593,56%,47%
26582,0%,43%
26600,33%,35%
26589,,80%
26603,58%,60%
26580,,59%
26610,80%,56%
26608,64%,44%
26613,100%,78%
26611,64%,66%
26616,82%,76%
26617,75%,62%
26622,80%,72%
26615,,50%
26634,69%,60%
26638,40%,34%
26629,75%,59%
26643,71%,72%
26641,,26%
26663,100%,86%
26670,,77%
26672,100%,70%
26676,25%,48%
26677,88%,46%
26680,,
26686,6%,32%
26682,,31%
26684,57%,57%
26689,28%,57%
26691,,87%
26688,38%,47%
26695,81%,80%
26694,100%,89%
26700,45%,53%
26702,88%,78%
26703,,33%
26707,100%,83%
26710,44%,46%
26712,94%,90%
26717,67%,65%
26714,,41%
26719,42%,70%
26726,17%,62%
26704,84%,83%
26720,44%,86%
26732,46%,85%
26729,100%,94%
26731,,
26728,65%,54%
26737,87%,64%
26738,,76%
26744,70%,73%
26745,31%,46%
26752,,39%
26746,23%,53%
26749,67%,84%
26751,,87%
26755,,68%
26750,59%,73%
26756,100%,82%
26757,,90%
26762,100%,66%
26764,7%,16%
26760,73%,89%
26759,,63%
26769,,53%
26770,60%,77%
26774,39%,44%
26775,33%,47%
26778,12%,42%
26782,81%,69%
26791,44%,72%
26792,10%,48%
26797,95%,85%
26813,100%,72%
26812,71%,75%
26815,,
26819,,74%
26825,25%,48%
26826,80%,94%
26831,56%,37%
26828,6%,33%
26838,97%,86%
26843,53%,35%
26841,8%,37%
26858,,83%
26861,47%,65%
26871,14%,54%
26863,0%,7%
26880,,39%
26901,69%,80%
26908,44%,55%
26933,50%,
26915,,61%
26914,,82%
26940,,56%
26947,83%,85%
26962,,58%
26968,63%,74%
26965,,8%
26969,,10%
26974,36%,73%
26976,56%,65%
26981,,53%
26985,,67%
26991,,89%
27004,22%,23%
27003,71%,50%
26978,83%,77%
27006,93%,76%
27005,,65%
26996,,
27020,92%,82%
27022,43%,81%
27044,40%,32%
27040,30%,52%
27077,,
27067,,86%
27081,25%,56%
27087,,65%
27094,90%,79%
27124,,67%
27147,,43%
27136,,
27162,60%,80%
27164,,63%
27172,86%,81%
27170,56%,31%
27204,11%,25%
27197,90%,73%
27193,,70%
27212,17%,62%
27205,89%,71%
27213,,31%
27215,,49%
27238,,67%
27232,60%,38%
27239,,
27249,14%,37%
27246,,83%
27235,,46%
27217,71%,85%
27261,75%,74%
27266,86%,85%
27274,73%,80%
27268,67%,30%
27292,50%,48%
27297,60%,71%
27277,,75%
27306,,
27307,,
27263,85%,53%
27310,46%,29%
27321,,77%
27322,94%,84%
27313,100%,59%
27328,,86%
27327,8%,12%
27329,91%,84%
27334,96%,88%
27343,,57%
27345,,38%
27347,29%,49%
27359,,78%
27360,,43%
27332,20%,68%
27378,18%,38%
27392,71%,72%
27402,69%,56%
27373,85%,90%
27369,,87%
27391,92%,80%
27408,92%,67%
27416,56%,76%
27420,30%,39%
27411,55%,43%
27434,4%,31%
27450,22%,49%
27441,47%,66%
27454,,19%
27432,78%,79%
27449,,55%
27436,,72%
27458,64%,51%
27461,67%,38%
27456,,
27469,81%,70%
27482,45%,35%
27496,,47%
27488,20%,56%
27484,38%,50%
27506,100%,83%
27497,,79%
27525,83%,69%
27524,,77%
27537,,
27544,,89%
27548,,22%
27550,94%,66%
27549,42%,40%
27571,56%,80%
27555,58%,87%
27564,68%,47%
27587,,72%
27595,80%,59%
27573,,64%
27616,20%,22%
27631,63%,85%
27636,,89%
27640,50%,66%
27646,88%,87%
27624,88%,84%
27647,,89%
27660,89%,78%
27657,,16%
27664,46%,46%
27674,92%,76%
27648,65%,67%
27685,,38%
27692,,53%
27684,66%,68%
27699,56%,89%
27695,45%,73%
27703,,56%
27713,84%,89%
27724,,73%
27735,,24%
27754,,63%
27765,,
27764,100%,78%
27769,94%,71%
27777,,22%
27772,56%,69%
27779,,78%
27786,75%,61%
27778,,55%
27790,88%,78%
27793,33%,12%
27788,44%,73%
27792,79%,79%
27798,56%,69%
27800,86%,95%
27805,,77%
27812,96%,85%
27816,66%,77%
27808,53%,60%
27821,57%,54%
27826,36%,65%
27822,71%,33%
27829,67%,63%
27799,0%,61%
27831,80%,85%
27830,26%,61%
27833,48%,32%
27835,94%,88%
27838,89%,82%
27839,20%,33%
27841,37%,88%
27846,90%,90%
27849,,76%
27843,89%,91%
27850,85%,67%
27866,100%,89%
27862,95%,83%
27864,19%,60%
27874,,
27865,47%,81%
27871,,93%
27873,89%,83%
27875,,83%
27878,95%,91%
27876,71%,73%
27879,89%,90%
27883,100%,75%
27882,93%,94%
27889,,19%
27888,32%,32%
27884,88%,67%
27905,70%,69%
27911,97%,84%
27912,85%,77%
30659,28%,48%
27922,,87%
30695,,45%
30721,83%,75%
30707,91%,90%
30781,57%,49%
30742,83%,76%
30767,67%,68%
30749,91%,94%
30791,20%,35%
30793,83%,51%
30764,,85%
30776,,52%
30808,83%,69%
30818,42%,64%
30846,67%,69%
30822,83%,54%
30820,88%,77%
30825,39%,58%
30883,23%,44%
30863,100%,90%
30861,100%,48%
30892,70%,78%
30850,71%,72%
30949,,
30896,6%,35%
30894,7%,31%
30905,32%,84%
30942,,41%
30952,83%,80%
30954,86%,60%
30991,100%,85%
30981,67%,43%
30977,20%,18%
30994,100%,74%
31000,77%,35%
30898,75%,63%
31030,100%,83%
31032,56%,57%
31042,76%,63%
31038,88%,42%
31011,83%,68%
31045,,68%
31047,,29%
31035,82%,74%
31053,20%,41%
31083,7%,15%
31104,71%,62%
31101,73%,80%
31109,88%,49%
31114,35%,81%
31133,25%,42%
31107,86%,81%
31116,88%,87%
31158,33%,44%
31156,80%,63%
31160,,62%
31150,59%,69%
31193,100%,88%
31205,,50%
31221,11%,29%
31225,64%,85%
31251,,48%
31165,33%,38%
31223,35%,42%
31255,47%,58%
31260,90%,81%
31290,17%,34%
31297,100%,70%
31337,100%,85%
31340,,59%
31362,50%,44%
31351,,54%
31349,95%,69%
31347,95%,77%
31353,100%,75%
31374,,40%
31367,,
31427,,
31429,84%,49%
31433,11%,67%
31447,21%,59%
31467,43%,67%
31445,20%,53%
31487,100%,81%
31485,88%,81%
31528,100%,85%
31539,78%,71%
31535,,59%
31577,,68%
31553,13%,26%
31588,100%,84%
31555,0%,38%
31598,71%,63%
31584,55%,68%
31606,12%,17%
31600,33%,64%
31617,92%,78%
31613,59%,48%
31636,80%,34%
31619,68%,23%
31685,69%,62%
31645,80%,56%
31682,94%,86%
31680,76%,81%
31687,80%,69%
31689,82%,67%
31698,6%,16%
31696,46%,72%
31724,57%,29%
31705,83%,88%
31742,,74%
31700,55%,63%
31750,0%,74%
31737,87%,78%
31826,86%,72%
31797,,71%
31807,25%,76%
31847,89%,80%
31854,86%,71%
31869,94%,76%
31851,100%,86%
31889,,82%
31894,,66%
31903,73%,91%
31900,93%,83%
31909,17%,41%
31892,,53%
31921,79%,68%
31932,,60%
31925,,64%
31945,,59%
31960,,30%
31956,65%,69%
31991,100%,82%
32009,16%,87%
32002,12%,53%
32031,64%,53%
32015,,38%
32029,,
32022,85%,66%
32017,21%,59%
32019,30%,42%
32025,72%,87%
32049,57%,47%
32056,82%,64%
32062,,65%
32074,33%,41%
32116,36%,39%
32120,33%,72%
32122,,61%
32109,,50%
32088,,
32149,40%,52%
32151,,50%
32153,22%,69%
32139,86%,78%
32141,,34%
32128,41%,42%
32156,,57%
32160,86%,76%
32158,,45%
32166,60%,55%
32162,,62%
32181,87%,83%
32172,75%,91%
32203,,78%
32261,100%,75%
32277,100%,75%
32225,,63%
32289,52%,58%
32298,42%,49%
32291,52%,47%
32314,63%,66%
32318,,78%
32325,57%,63%
32296,15%,43%
32300,39%,55%
32329,40%,43%
32342,51%,84%
32345,89%,40%
32347,92%,47%
32369,96%,77%
32349,89%,83%
32361,91%,64%
32371,76%,73%
32381,82%,75%
32385,53%,33%
32383,53%,53%
32419,100%,87%
32442,32%,47%
32433,,58%
32471,,83%
32460,,92%
